id_genero;genero;filme_id
1936;Comédia,;9267
1937;Ação,Drama,Mistério,Suspense;9268
1938;Drama,Mistério;9270
1939;Ação,Crime,Ficção Científica,Suspense;9271
1940;Suspense,;9272
1941;Crime,Comédia,Aventura,;9273
1942;Comédia,Crime,Drama,Suspense;9275
1943;Terror,Ficção Científica;9276
1944;Comédia,Crime,Drama,;9277
1945;Ficção Científica,;9278
1946;Família,Comédia;9279
1947;Crime,Suspense,Romance,;9280
1948;Crime,Drama,Suspense,Romance;9281
1949;Crime,Drama,Mistério,Suspense;9282
1950;Comédia,Drama,Romance,;9283
1951;Comédia,Aventura;9285
1952;Terror,Mistério;9286
1953;Comédia,Faroeste;9287
1954;Ação,Aventura,Fantasia,;9288
1955;Drama,História,Guerra,;9289
1956;Aventura,Comédia;9290
1957;Comédia,Drama;9291
1958;Ação,Aventura,Comédia,;9292
1959;Comédia,Romance;9293
1960;Drama,Fantasia,Ficção Científica,Romance;9294
1961;Comédia,Drama,Ficção Científica,;9296
1962;Animação,Comédia,Fantasia,Família;9297
1963;Comédia,;9298
1964;Terror,Suspense;9299
1965;Drama,Romance;9302
1966;Crime,Suspense,Romance,;9303
1967;Comédia,Fantasia,Ficção Científica,;9304
1968;Fantasia,Terror,Ficção Científica,;9306
1969;Comédia,Drama,Família,;9310
1970;Ação,Fantasia;9312
1971;Ação,Aventura,Drama,História;9313
1972;Drama,Ficção Científica,Suspense,;9314
1973;Suspense,Drama,Mistério,;9315
1974;Ação,Suspense;9316
1975;Comédia,Ficção Científica;9317
1976;Aventura,Animação,Comédia,Família;9318
1977;Ação,Suspense;9319
1978;Ficção Científica,Suspense;9320
1979;Ação,Suspense;9322
1980;Ação,Animação,Ficção Científica,;9323
1981;Família,Animação,Aventura,;9325
1982;Ação,Aventura,Comédia,Romance;9326
1983;Comédia,Fantasia,Ficção Científica,Romance;9327
1984;Ação,Drama,Suspense,;9331
1985;Ação,Crime,Drama,Mistério;9333
1986;Ação,Aventura,Fantasia,;9334
1987;Ação,Crime,Suspense,;9335
1988;Comédia,Crime;9336
1989;Comédia,Drama,Fantasia,Romance;9339
1990;Aventura,Comédia,Família,;9340
1991;Ação,Aventura,Ficção Científica,Suspense;9341
1992;Ação,Aventura;9342
1993;Ação,Aventura,Drama,;9343
1994;Crime,Drama;9344
1995;Comédia,Romance,Drama,;9346
1996;Ficção Científica,Terror,Ação,;9348
1997;Ação,Crime,Ficção Científica,Suspense;9349
1998;Ação,Aventura,Suspense,;9350
1999;Comédia,;9352
2000;Comédia,Família;9353
2001;Aventura,Comédia,Ficção Científica,Família;9354
2002;Ação,Aventura,Ficção Científica,;9355
2003;Romance,Comédia;9356
2004;Terror,Suspense;9357
2005;Terror,Mistério;9358
2006;Ação,Aventura,Comédia,Drama;9359
2007;Aventura,Terror,Suspense,;9360
2008;Ação,Aventura,Drama,História;9361
2009;Ação,Terror;9362
2010;Drama,Romance;9364
2011;Crime,Drama,Suspense,;9366
2012;Ação,Crime,Suspense,;9367
2013;Aventura,Animação,Comédia,Família;9369
2014;Comédia,Documentário,Drama,;9372
2015;Terror,;9373
2016;Comédia,Fantasia,Terror,;9374
2017;Comédia,;9377
2018;Terror,Suspense;9378
2019;Ação,Aventura,Ficção Científica,Suspense;9381
2020;Ação,Ficção Científica,Suspense,;9383
2021;Comédia,Crime;9384
2022;Aventura,Animação,Comédia,Família;9385
2023;Ação,Crime,Drama,Mistério;9386
2024;Ação,Aventura,Fantasia,;9387
2025;Comédia,Drama;9388
2026;Ação,Animação,Ficção Científica,;9389
2027;Comédia,Drama,Romance,;9390
2028;Aventura,Terror;9392
2029;Drama,;9393
2030;Ação,Comédia,Faroeste,;9394
2031;Ação,Suspense;9395
2032;Aventura,Comédia;9396
2033;Comédia,Ficção Científica;9397
2034;Comédia,;9398
2035;Ação,;9399
2036;Crime,Drama,Suspense,;9400
2037;Comédia,Crime;9401
2038;Comédia,Drama;9403
2039;Ação,Aventura,Comédia,Crime;9404
2040;Ação,Ficção Científica;9405
2041;Comédia,Terror;9406
2042;Crime,Drama,Suspense,;9407
2043;Animação,Comédia,Família,;9408
2044;Comédia,Drama,Romance,;9410
2045;Crime,Drama,Ação,Suspense;9411
2046;Comédia,Romance;9413
2047;Ação,Comédia,Crime,Suspense;9414
2048;Ação,Crime,Drama,Mistério;9415
2049;Ação,Comédia;9416
2050;Ação,Aventura,Comédia,;9417
2051;Comédia,;9421
2052;Drama,;9422
2053;Ação,Terror,Ficção Científica,;9423
2054;Terror,Mistério,Ficção Científica,;9424
2055;Ação,Ficção Científica;9425
2056;Terror,Ficção Científica;9426
2057;Comédia,Drama;9428
2058;Comédia,Música,Romance,;9429
2059;Crime,Comédia,Suspense,;9430
2060;Comédia,Terror;9431
2061;Ação,Aventura,Drama,;9433
2062;Ação,Comédia,Suspense,Romance;9434
2063;Crime,Drama,Mistério,Suspense;9437
2064;Drama,;9440
2065;Comédia,Drama,Romance,;9441
2066;Drama,História;9443
2067;Animação,Família;9444
2068;Drama,Suspense;9445
2069;Comédia,Família;9446
2070;Aventura,Comédia,Drama,Fantasia;9447
2071;Ação,Aventura,Comédia,Suspense;9448
2072;Ação,Aventura,Comédia,Fantasia;9449
2073;Comédia,;9451
2074;Comédia,Drama;9452
2075;Drama,História,Romance,;9453
2076;Drama,Romance,Comédia,;9454
2077;Ação,;9455
2078;Ação,Crime,Fantasia,Mistério;9456
2079;Ação,Aventura,Terror,Ficção Científica;9457
2080;Ação,Drama,Suspense,;9458
2081;Documentário,História,Música,;9459
2082;Ação,;9461
2083;Ação,Crime;9462
2084;Animação,Fantasia,Terror,;9463
2085;Drama,Romance,Comédia,;9464
2086;Comédia,Drama,Suspense,;9465
2087;Comédia,Drama;9466
2088;Drama,;9469
2089;Ação,Comédia,Crime,Fantasia;9470
2090;Ação,Aventura,Comédia,;9471
2091;Comédia,;9472
2092;Animação,Comédia,Música,;9473
2093;Comédia,Faroeste;9474
2094;Drama,;9475
2095;Aventura,Drama,Romance,Ação;9476
2096;Aventura,História,Guerra,;9477
2097;Fantasia,Animação,Família,;9479
2098;Ação,Crime,Fantasia,Ficção Científica;9480
2099;Drama,Mistério,Suspense,Crime;9481
2100;Ficção Científica,;9482
2101;Ação,Aventura,Comédia,;9486
2102;Aventura,Animação,Comédia,Família;9487
2103;Ação,Aventura,Comédia,Família;9488
2104;Comédia,Romance;9489
2105;Comédia,Crime;9490
2106;Comédia,;9493
2107;Comédia,Romance;9494
2108;Ação,Fantasia,Suspense,;9495
2109;Ação,Crime;9501
2110;Aventura,Animação,Comédia,Família;9502
2111;Crime,Drama,Mistério,;9504
2112;Comédia,;9506
2113;Crime,Ficção Científica,Suspense,;9507
2114;Ação,Drama,Suspense,;9509
2115;Comédia,Romance;9511
2116;Animação,Comédia,Família,;9513
2117;Ação,Comédia,Crime,Drama;9515
2118;Drama,Crime;9516
2119;Crime,Drama;9517
2120;Crime,Drama,Suspense,;9519
2121;Comédia,Romance;9522
2122;Comédia,Drama,Música,;9526
2123;Drama,Terror,Suspense,;9529
2124;Comédia,;9530
2125;Ação,Aventura,Comédia,Ficção Científica;9531
2126;Terror,;9532
2127;Comédia,Crime;9535
2128;Comédia,;9536
2129;Terror,Ficção Científica;9538
2130;Drama,Terror,Suspense,;9539
2131;Terror,Suspense;9540
2132;Comédia,Romance;9541
2133;Ação,Terror,Suspense,;9542
2134;Ação,Aventura,Fantasia,Romance;9543
2135;Ação,Drama,Suspense,;9545
2136;Crime,;9546
2137;Ação,Comédia,Crime,Mistério;9548
2138;Drama,História;9549
2139;Ação,Aventura,Drama,Romance;9550
2140;Terror,;9552
2141;Ação,Aventura,Drama,História;9555
2142;Ação,Crime,Ficção Científica,;9556
2143;Comédia,;9557
2144;Crime,Suspense;9558
2145;Crime,Drama,Suspense,;9559
2146;Drama,Romance;9560
2147;Ação,Aventura,Ficção Científica,;9562
2148;Drama,;9563
2149;Aventura,Comédia,Fantasia,Família;9564
2150;Ação,Suspense;9566
2151;Ação,Drama,Guerra,;9567
2152;Ação,;9569
2153;Ação,Aventura,Ficção Científica,Família;9570
2154;Comédia,Drama;9571
2155;Crime,Suspense;9573
2156;Comédia,Família,Ficção Científica,;9574
2157;Comédia,Romance;9576
2158;Comédia,Romance;9582
2159;Comédia,Drama,Romance,;9583
2160;Ação,Comédia;9584
2161;Drama,Suspense;9585
2162;Comédia,Drama;9586
2163;Drama,Romance;9587
2164;Faroeste,;9588
2165;Drama,;9589
2166;Comédia,Drama,Romance,;9591
2167;Drama,Terror,Suspense,;9592
2168;Aventura,Fantasia,Ação,Comédia;9593
2169;Ação,Crime,Drama,Suspense;9594
2170;Ação,Comédia,Guerra,;9595
2171;Ação,Crime,Fantasia,Mistério;9597
2172;Comédia,Drama,Fantasia,Família;9598
2173;Terror,Ficção Científica;9599
2174;Comédia,Crime;9600
2175;Comédia,Romance;9602
2176;Comédia,Romance;9603
2177;Ação,Crime;9604
2178;Suspense,;9605
2179;Animação,Ficção Científica;9606
2180;Aventura,Comédia,Fantasia,Família;9607
2181;Drama,;9609
2182;Aventura,Fantasia,Ação,;9610
2183;Comédia,;9611
2184;Comédia,Ficção Científica,Família,;9612
2185;Drama,Mistério,Suspense,;9613
2186;Comédia,;9614
2187;Drama,Fantasia,Terror,Mistério;9616
2188;Ação,Aventura,Comédia,;9618
2189;Ação,Aventura,Drama,Suspense;9619
2190;Ação,Aventura,Mistério,Ficção Científica;9620
2191;Comédia,Drama,Romance,;9621
2192;Ação,Comédia;9622
2193;Drama,Suspense;9623
2194;Ação,Suspense;9624
2195;Ação,;9625
2196;Ação,Aventura,Fantasia,;9626
2197;Ação,Aventura,Crime,Drama;9631
2198;Aventura,Comédia,Mistério,;9637
2199;Terror,Ficção Científica;9638
2200;Comédia,Família;9641
2201;Aventura,Animação,Comédia,Família;9642
2202;Ação,Comédia,Crime,;9644
2203;Terror,Mistério,Suspense,;9645
2204;Fantasia,Comédia,Drama,;9647
2205;Ação,Aventura,Fantasia,Ficção Científica;9651
2206;Drama,Suspense;9652
2207;Ação,Crime;9654
2208;Comédia,Drama,Romance,Família;9655
2209;Terror,Suspense;9656
2210;Ação,Aventura,Ficção Científica,Suspense;9659
2211;Ação,Comédia,Romance,;9660
2212;Animação,Comédia,Drama,;9662
2213;Romance,Ficção Científica;9663
2214;Ação,Aventura,Drama,História;9664
2215;História,Guerra;9665
2216;Terror,Suspense;9666
2217;Drama,Mistério,Suspense,;9667
2218;Aventura,Comédia;9671
2219;Drama,;9672
2220;Comédia,Drama,Romance,;9675
2221;Drama,;9676
2222;Comédia,Fantasia,Romance,;9678
2223;Ação,Crime,Suspense,;9679
2224;Comédia,Romance;9681
2225;Terror,Suspense;9682
2226;Aventura,Comédia,Drama,Romance;9683
2227;Comédia,Drama,Música,;9684
2228;Comédia,Drama;9685
2229;Comédia,;9687
2230;Comédia,Drama,Romance,;9688
2231;Comédia,Drama;9689
2232;Ação,Aventura,Crime,Suspense;9691
2233;Drama,;9692
2234;Ação,Drama,Ficção Científica,Suspense;9693
2235;Ação,Crime,Terror,;9696
2236;Drama,Fantasia,Mistério,Suspense;9697
2237;Comédia,Crime;9699
2238;Drama,;9701
2239;Ação,Crime,Drama,Suspense;9702
2240;Ação,Aventura,Fantasia,Guerra;9703
2241;Ação,Crime,Suspense,;9705
2242;Comédia,Fantasia,Terror,Mistério;9707
2243;Drama,Terror,Mistério,Suspense;9708
2244;Ação,Aventura,Comédia,;9710
2245;Ação,Terror,Ficção Científica,;9711
2246;Drama,Comédia;9713
2247;Comédia,Família;9714
2248;Comédia,Drama,Romance,;9715
2249;Comédia,Romance;9716
2250;Comédia,;9718
2251;Ação,Crime,Suspense,;9721
2252;Comédia,Fantasia,Romance,;9722
2253;Terror,Suspense;9725
2254;Comédia,Drama,Romance,;9726
2255;Ação,Suspense;9727
2256;Terror,Suspense;9728
2257;Drama,Mistério,Suspense,;9729
2258;Terror,Suspense;9730
2259;Terror,Suspense;9731
2260;Aventura,Animação,Família,;9732
2261;Ação,Comédia,Crime,Suspense;9737
2262;Ação,Aventura,Fantasia,Ficção Científica;9738
2263;Crime,Ação,Ficção Científica,;9739
2264;Drama,Mistério,Suspense,;9741
2265;Comédia,Drama,Fantasia,Família;9745
2266;Drama,História;9746
2267;Mistério,Suspense;9748
2268;Comédia,Crime,Mistério,;9749
2269;Aventura,Drama,Terror,Mistério;9753
2270;Suspense,;9754
2271;Comédia,;9757
2272;Suspense,;9759
2273;Ação,Aventura,Comédia,;9760
2274;Crime,Drama,Música,Romance;9762
2275;Drama,;9763
2276;Ação,Aventura,Drama,;9764
2277;Ação,Drama;9766
2278;Romance,Comédia;9767
2279;Comédia,Música,Romance,;9768
2280;Drama,Romance;9769
2281;Ação,Drama,Suspense,;9770
2282;Comédia,;9771
2283;Ação,Suspense;9772
2284;Comédia,;9776
2285;Drama,Mistério;9777
2286;Comédia,Drama,Romance,;9778
2287;Comédia,Drama;9779
2288;Comédia,Música;9781
2289;Crime,Drama,Fantasia,Mistério;9785
2290;Comédia,Drama;9786
2291;Ação,Drama;9787
2292;Comédia,;9788
2293;Terror,Suspense;9792
2294;Terror,Suspense;9793
2295;Comédia,Romance;9794
2296;Terror,Suspense;9796
2297;Ação,Drama,Suspense,;9798
2298;Drama,;9800
2299;Comédia,Romance;9801
2300;Ação,Aventura,Suspense,;9802
2301;Ação,Aventura,Ficção Científica,;9804
2302;Ação,Aventura,Animação,Família;9806
2303;Comédia,Crime;9809
2304;Ação,Crime,Drama,Suspense;9812
2305;Drama,Suspense;9813
2306;Drama,;9815
2307;Drama,Música,Romance,Família;9816
2308;Drama,;9819
2309;Comédia,Família;9820
2310;Drama,;9821
2311;Ação,Aventura,Fantasia,Família;9822
2312;Ação,Fantasia,Ficção Científica,;9823
2313;Aventura,Fantasia,Ação,Comédia;9824
2314;Terror,Comédia,Ação,Ficção Científica;9825
2315;Aventura,Ação;9826
2316;Suspense,;9828
2317;Drama,Suspense,Romance,;9833
2318;Comédia,Crime;9835
2319;Animação,Comédia,Família,;9836
2320;Aventura,Animação,Drama,Família;9837
2321;Ação,Aventura,Comédia,;9838
2322;Drama,Romance,Aventura,Guerra;9839
2323;Comédia,Drama,Romance,;9842
2324;Ação,Comédia,Crime,Suspense;9843
2325;Comédia,Drama;9844
2326;Ação,Crime,Suspense,;9846
2327;Comédia,Drama,Ficção Científica,Família;9849
2328;Ação,Crime,Drama,Suspense;9869
2329;Comédia,Romance,Drama,;9870
2330;Drama,Terror;9871
2331;Ficção Científica,Família;9872
2332;Ação,Crime,Suspense,;9873
2333;Ação,Crime,Suspense,;9874
2334;Ação,Comédia;9876
2335;Terror,Suspense;9877
2336;Crime,Drama,Suspense,;9879
2337;Comédia,Romance,Família,;9880
2338;Drama,Ação,Suspense,Crime;9882
2339;Ação,Suspense,Drama,;9884
2340;Terror,Suspense;9885
2341;Ação,Aventura,Drama,Ficção Científica;9886
2342;Comédia,Romance;9889
2343;Comédia,Ficção Científica;9890
2344;Comédia,Família;9893
2345;Comédia,Drama,Suspense,;9894
2346;Comédia,Drama,Suspense,Romance;9895
2347;Aventura,Comédia;9896
2348;Comédia,;9899
2349;Comédia,;9900
2350;Terror,Suspense;9902
2351;Comédia,Drama;9903
2352;Família,Animação;9904
2353;Crime,Suspense;9905
2354;Aventura,Animação,Comédia,Fantasia;9906
2355;Animação,Comédia,Família,;9907
2356;Suspense,;9909
2357;Comédia,Crime,Drama,Suspense;9910
2358;Drama,;9912
2359;Drama,Terror,Mistério,Suspense;9913
2360;Drama,História;9918
2361;Comédia,Romance;9919
2362;Ação,Ficção Científica,Suspense,;9920
2363;Aventura,Drama,Ficção Científica,;9922
2364;Ação,Crime;9923
2365;Comédia,;9927
2366;Animação,Comédia,Ficção Científica,Família;9928
2367;Família,Animação,Aventura,Comédia;9929
2368;Comédia,Crime;9932
2369;Comédia,;9941
2370;Comédia,;9942
2371;Drama,Mistério,Suspense,Crime;9944
2372;Ação,Drama,Fantasia,Terror;9945
2373;Ação,Fantasia,Terror,Mistério;9946
2374;Ação,Fantasia,Ficção Científica,;9947
2375;Aventura,Animação,Comédia,Família;9948
2376;Crime,Drama;9950
2377;Aventura,Drama,Guerra,;9952
2378;Drama,;9953
2379;Fantasia,Terror;9954
2380;Comédia,;9955
2381;Drama,;9956
2382;Comédia,;9957
2383;Crime,Drama,Mistério,Suspense;9959
2384;Comédia,Drama,Romance,;9962
2385;Drama,Mistério,Suspense,;9963
2386;Ação,Comédia,Terror,Ficção Científica;9964
2387;Comédia,;9965
2388;Terror,Mistério,Suspense,;9966
2389;Drama,Guerra;9967
2390;Comédia,Crime,Drama,;9968
2391;Comédia,Família;9969
2392;Ação,Crime;9972
2393;Aventura,Comédia,Família,;9973
2394;Ação,Aventura,Família,;9978
2395;Ação,Terror,Ficção Científica,;9980
2396;Comédia,Família;9981
2397;Animação,Comédia,Família,;9982
2398;Comédia,Fantasia,Família,;9986
2399;Comédia,;9988
2400;Ação,Crime,Drama,;9989
2401;Comédia,Drama;9991
2402;Aventura,Animação,Fantasia,Família;9992
2403;Aventura,Animação,Mistério,Família;9994
2404;Crime,Drama,Romance,;10002
2405;Suspense,Ação,Romance,Ficção Científica;10003
2406;Terror,Suspense;10007
2407;Terror,Suspense;10008
2408;Aventura,Animação,Família,;10009
2409;Aventura,Animação,Família,;10010
2410;Comédia,Terror;10012
2411;Comédia,Drama,Fantasia,Romance;10013
2412;Terror,;10014
2413;Ação,Comédia,Drama,Guerra;10015
2414;Ação,Terror,Ficção Científica,;10016
2415;Ação,Ficção Científica;10017
2416;Comédia,Fantasia,Romance,;10019
2417;Animação,Fantasia,Romance,Família;10020
2418;Comédia,;10021
2419;Comédia,Família;10022
2420;Ação,Comédia,Crime,;10023
2421;Drama,;10024
2422;Comédia,Drama,Fantasia,Romance;10025
2423;Ação,Crime;10027
2424;Romance,Música,Família,;10028
2425;Comédia,Crime,Suspense,;10029
2426;Comédia,;10030
2427;Comédia,;10032
2428;Comédia,Romance;10033
2429;Comédia,Drama,Romance,;10035
2430;Ação,Comédia,Mistério,Romance;10040
2431;Ação,Comédia;10044
2432;Ação,Ficção Científica,Suspense,;10045
2433;Ação,Aventura,Drama,História;10047
2434;Ação,;10048
2435;Comédia,Romance;10050
2436;Drama,;10052
2437;Terror,;10053
2438;Ação,Comédia,Família,Aventura;10054
2439;Ação,Aventura,Comédia,;10057
2440;Drama,;10060
2441;Ação,Aventura,Ficção Científica,Suspense;10061
2442;Suspense,Terror;10063
2443;Suspense,Terror;10064
2444;Suspense,;10065
2445;Terror,;10066
2446;Drama,Terror;10067
2447;Comédia,Família;10068
2448;Drama,Romance;10069
2449;Terror,Suspense;10070
2450;Ação,Comédia,Terror,Suspense;10072
2451;Terror,Suspense;10073
2452;Comédia,;10074
2453;Ação,Comédia;10075
2454;Drama,Fantasia,Terror,Romance;10077
2455;Ação,Aventura,Ficção Científica,Suspense;10081
2456;Ação,Aventura,Crime,Drama;10083
2457;Ação,Drama,Suspense,;10086
2458;Comédia,Crime,Drama,Terror;10090
2459;Ação,Comédia,Crime,;10092
2460;Terror,Suspense;10096
2461;Comédia,Fantasia,Romance,;10098
2462;Comédia,Drama;10104
2463;Comédia,;10105
2464;Ação,Aventura,Drama,História;10110
2465;Drama,História,Guerra,;10112
2466;Animação,Comédia,Família,Aventura;10115
2467;Comédia,Drama;10117
2468;Ação,Aventura,Comédia,Crime;10118
2469;Comédia,;10122
2470;Aventura,Ficção Científica,Família,;10126
2471;Ação,Crime,Drama,;10127
2472;Comédia,Terror,Ficção Científica,;10128
2473;Crime,Ficção Científica,Suspense,;10131
2474;Terror,Suspense;10133
2475;Mistério,Ficção Científica,Suspense,;10134
2476;Ação,Ficção Científica;10136
2477;Ação,Aventura,Comédia,Fantasia;10137
2478;Fantasia,Família,Comédia,;10138
2479;Ação,Aventura,Ficção Científica,;10139
2480;História,Drama;10140
2481;Aventura,Fantasia,Família,;10141
2482;Crime,Comédia;10142
2483;Drama,História,Guerra,;10144
2484;Animação,Família,Fantasia,;10145
2485;Drama,Terror,Mistério,Ficção Científica;10147
2486;Drama,Comédia,Crime,;10149
2487;Comédia,Drama;10150
2488;Aventura,Animação,Fantasia,Família;10152
2489;Comédia,;10153
2490;Ficção Científica,Drama,Terror,Mistério;10154
2491;Comédia,Crime,Romance,;10155
2492;Suspense,;10156
2493;Comédia,;10157
2494;Comédia,Crime;10158
2495;Comédia,Drama;10159
2496;Ação,Aventura,Comédia,Suspense;10160
2497;Terror,Suspense;10161
2498;Drama,;10162
2499;Comédia,;10163
2500;Terror,Ficção Científica,Suspense,;10166
2501;Aventura,Fantasia,Terror,Família;10167
2502;Ação,Crime,Suspense,;10170
2503;Ação,Drama,Suspense,Romance;10172
2504;Comédia,Família;10173
2505;Ação,;10176
2506;Drama,Ficção Científica,Suspense,;10178
2507;Guerra,;10180
2508;Ação,Comédia,Crime,;10183
2509;Drama,;10184
2510;Comédia,Drama,Romance,;10185
2511;Mistério,Terror;10186
2512;Comédia,Música;10187
2513;Comédia,Drama;10188
2514;Aventura,Comédia,Drama,Família;10189
2515;Ação,Comédia;10191
2516;Aventura,Animação,Fantasia,Família;10192
2517;Aventura,Animação,Comédia,Fantasia;10193
2518;Animação,Comédia,Família,;10195
2519;Ação,Aventura,Fantasia,;10196
2520;Ação,Aventura,Fantasia,Família;10197
2521;Drama,Música,Romance,;10198
2522;Animação,Romance,Família,;10199
2523;Aventura,Animação,Família,;10200
2524;Drama,Ficção Científica,Suspense,;10201
2525;Comédia,;10202
2526;Comédia,Fantasia,Romance,Família;10204
2527;Ação,Aventura,Comédia,;10206
2528;Ação,Comédia,Terror,;10207
2529;Romance,Drama;10208
2530;Comédia,Fantasia,Ficção Científica,Família;10210
2531;Comédia,Fantasia,Romance,;10212
2532;Comédia,Terror,Faroeste,;10213
2533;Terror,Suspense,Faroeste,;10214
2534;Aventura,Comédia,Fantasia,Família;10215
2535;Comédia,Drama,Fantasia,Romance;10216
2536;Ação,Terror,Ficção Científica,;10217
2537;Drama,;10218
2538;Comédia,;10220
2539;Drama,Crime;10222
2540;Ação,Suspense;10223
2541;Crime,Suspense;10225
2542;Terror,Mistério,Suspense,;10226
2543;Terror,Mistério,Suspense,;10227
2544;Comédia,;10228
2545;Ação,Aventura,Animação,;10229
2546;Drama,Romance;10234
2547;Drama,Terror,Suspense,;10236
2548;Drama,Romance;10238
2549;Drama,;10242
2550;Drama,Terror,Suspense,;10246
2551;Comédia,;10249
2552;Ação,Aventura,Ficção Científica,Família;10253
2553;Fantasia,Drama,Terror,Ação;10258
2554;Animação,Comédia,Família,;10263
2555;Fantasia,Terror,Suspense,;10264
2556;Drama,História;10269
2557;Drama,Música,Romance,;10276
2558;Comédia,;10279
2559;Suspense,Drama,Crime,Romance;10280
2560;Terror,Suspense;10281
2561;Terror,Suspense;10283
2562;Terror,Suspense;10285
2563;Terror,;10288
2564;Comédia,Drama,Terror,Romance;10292
2565;Terror,Suspense;10294
2566;Terror,Suspense;10295
2567;Ação,Comédia;10296
2568;Drama,;10297
2569;Comédia,Romance;10303
2570;Ação,Aventura,Comédia,Romance;10304
2571;Ação,Aventura,Terror,Ficção Científica;10306
2572;Terror,Suspense;10307
2573;Terror,Suspense;10312
2574;Comédia,Drama;10313
2575;Comédia,Guerra;10314
2576;Comédia,Romance;10315
2577;Aventura,Animação,Comédia,Família;10316
2578;Drama,;10317
2579;Comédia,Drama;10320
2580;Drama,Terror,Suspense,;10322
2581;Comédia,Drama;10323
2582;Aventura,Fantasia,Ficção Científica,Família;10326
2583;Aventura,Drama,Fantasia,Ficção Científica;10327
2584;Comédia,;10328
2585;Ficção Científica,;10329
2586;Ação,Aventura;10330
2587;Comédia,Fantasia;10331
2588;Terror,;10333
2589;Drama,Romance;10336
2590;Ação,Aventura,Fantasia,Terror;10337
2591;Crime,Drama,Mistério,;10338
2592;Comédia,;10340
2593;Animação,Família,Romance,;10342
2594;Comédia,Crime;10344
2595;Terror,Ficção Científica,Suspense,;10345
2596;Ação,Comédia,Crime,;10347
2597;Ação,Crime;10348
2598;Ação,Suspense;10351
2599;Terror,Ficção Científica;10353
2600;Comédia,Fantasia;10354
2601;Crime,Drama,Suspense,Mistério;10357
2602;Ação,Drama,Ficção Científica,Suspense;10358
2603;Comédia,;10360
2604;Drama,História;10361
2605;Drama,Terror;10362
2606;Drama,Romance;10363
2607;Crime,Drama,Suspense,;10364
2608;Comédia,Drama,Guerra,;10366
2609;Ação,Ficção Científica;10367
2610;Crime,Drama,Mistério,;10371
2611;Comédia,;10372
2612;Aventura,Família,TV Movie,;10373
2613;Drama,Música;10375
2614;Ação,Terror,Suspense,;10376
2615;Drama,Música,Romance,;10377
2616;Comédia,;10379
2617;Comédia,Fantasia,Família,;10380
2618;Aventura,Animação,Faroeste,Família;10381
2619;Ação,Comédia,Drama,;10383
2620;Terror,Suspense;10384
2621;Terror,Ficção Científica,Suspense,;10386
2622;Aventura,Animação,Comédia,Ficção Científica;10388
2623;Ação,Crime,Drama,Mistério;10389
2624;Terror,;10390
2625;Drama,Romance;10391
2626;Crime,Drama,Terror,Suspense;10393
2627;Comédia,;10394
2628;Ação,Drama,Suspense,;10395
2629;Drama,Fantasia,Terror,;10396
2630;Ação,Aventura,Crime,Suspense;10397
2631;Drama,;10398
2632;Suspense,;10399
2633;Drama,Romance;10400
2634;Drama,;10402
2635;Comédia,;10403
2636;Comédia,Drama,Crime,Suspense;10404
2637;Drama,;10406
2638;Comédia,Família;10407
2639;Comédia,Romance;10409
2640;Comédia,Drama,Romance,;10410
2641;Crime,História;10412
2642;Ação,Drama,Suspense,;10413
2643;Ação,;10414
2644;Comédia,Família;10419
2645;Drama,Música;10423
2646;Drama,;10426
2647;Comédia,;10428
2648;Ação,Crime,Suspense,Drama;10429
2649;Ação,Suspense;10431
2650;Ação,;10435
2651;Drama,;10436
2652;Drama,Romance;10437
2653;Comédia,Drama,Fantasia,Música;10438
2654;Comédia,Família;10439
2655;Comédia,Fantasia,Terror,Família;10440
2656;Comédia,Mistério;10442
2657;Comédia,Crime,Romance,;10443
2658;Drama,;10447
2659;Ação,Drama,Ficção Científica,Suspense;10449
2660;Drama,Romance;10451
2661;Comédia,Drama,Romance,;10452
2662;Drama,História;10461
2663;Ação,Crime,Drama,Suspense;10464
2664;Comédia,Drama,Romance,Família;10466
2665;Comédia,Romance;10468
2666;Comédia,Drama;10471
2667;Comédia,;10472
2668;Comédia,Drama,Romance,Família;10473
2669;Ação,Aventura,Comédia,Fantasia;10474
2670;Drama,Crime;10476
2671;Drama,;10477
2672;Ação,;10478
2673;Comédia,Romance;10479
2674;Ação,Aventura,Drama,História;10480
2675;Comédia,Crime,Suspense,;10481
2676;Comédia,Família;10483
2677;Ação,Ficção Científica,Suspense,;10484
2678;Comédia,;10488
2679;Comédia,;10489
2680;Aventura,Comédia,Fantasia,Família;10490
2681;Terror,Suspense;10491
2682;Comédia,;10493
2683;Drama,Mistério,Suspense,Romance;10494
2684;Terror,Suspense;10495
2685;Animação,Suspense;10497
2686;Aventura,Família;10498
2687;Suspense,Drama,Romance,;10501
2688;Crime,Suspense;10502
2689;Ação,Aventura,Animação,Comédia;10503
2690;Drama,;10510
2691;Comédia,Drama;10511
2692;Fantasia,Drama,Família,;10513
2693;Drama,Família;10514
2694;Terror,Ficção Científica;10515
2695;Ficção Científica,Suspense;10516
2696;Ação,Aventura,Animação,Fantasia;10518
2697;Comédia,Ficção Científica;10521
2698;Drama,Suspense;10523
2699;Comédia,Romance;10527
2700;Drama,História;10528
2701;Animação,Comédia,Família,;10529
2702;Ação,Aventura,Crime,Mistério;10530
2703;Ação,Fantasia,Ficção Científica,;10531
2704;Aventura,Animação,Romance,Família;10534
